Registrationnumber	Zaal	Zaaldeel	SCname	Locatie	HS	HSspecific	Foto	LiveScience.SCname	LiveScienceHS	LiveScienceHSspecific	Foto.1	Ontmoeting.SCname	OntmoetingHS	OntmoetingHSspecific	Foto.2	Verleiding.SCname	VerleidingHS	VerleidingHSspecific	Foto.3	Aarde.SCname	AardeHS	AardeHSspecific	Foto.4	Schatkamer.1.0.SCname	Schatkamer.HS	Foto.5	Dood.SCname	DoodHS	DoodHSspecific	Foto.6	Dino.s.SCname	Dino.sHS	Dino.sHSspecific	Foto.7	Mens.SCname	MensHS	MensHSspecific	Foto.8	IJstijd.SCname	IJstijdHS	IJstijdHSspecific	Foto.9	INST_COLL_SUBCOLL	REGISTRATIONNUMBER	TRANSFERREASON	ICOONURL	URL	FULLSCIENTIFICNAME	GENUS	EPITHET
RMNH.VER.19917	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Serpula vermicularis	Draadbaan	Draadbaan	11.03.2	FALSE				NA	Serpula vermicularis	Draadbaan	11.03.2	FALSE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.VER.19919	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Sabella crassicornis	Draadbaan	Draadbaan	11.03.2	FALSE				NA	Sabella crassicornis	Draadbaan	11.03.2	FALSE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
ZMA.AVES.53362	Verleiding	803.V.002.C Etalage Opvallen	Cicinnurus regius	Toren		TOREN	FALSE				NA				NA	Cicinnurus regius	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Aves	ZMA.AVES.53362				Cicinnurus regius ssp Linnaeus, 1758	Cicinnurus	regius
RMNH.XIP.57	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Limulus polyphemus	Draadbaan	Draadbaan	11.02.2	TRUE				NA	Limulus polyphemus	Draadbaan	11.02.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Chelicerata and Myriapoda	RMNH.XIP.57		http://medialib.naturalis.nl/file/id/RMNH.XIP.57_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.XIP.57_1/format/large	ongedetermineerd	ongedetermineerd	
RMNH.XIP.59	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Limulus polyphemus	Draadbaan	Draadbaan	11.02.2	TRUE				NA	Limulus polyphemus	Draadbaan	11.02.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Chelicerata and Myriapoda	RMNH.XIP.59		http://medialib.naturalis.nl/file/id/RMNH.XIP.59_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.XIP.59_1/format/large	ongedetermineerd	ongedetermineerd	
RMNH.ZMA.7915	IJstijd	BB2.3	Ovibos moschatus	Toren			FALSE				NA				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA	Ovibos moschatus			FALSE								
tba.801.001	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.002	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.003	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.004	LiveScience	tba	2 kaketoes	Draadbaan	Draadbaan	vide	FALSE	2 kaketoes	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.005	LiveScience	tba	baby geit	Draadbaan	Draadbaan	vide	FALSE	baby geit	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.006	LiveScience	tba	krokodil schedel	Draadbaan	Draadbaan	vide	FALSE	krokodil schedel	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.007	LiveScience	tba	zwijn schedel	Draadbaan	Draadbaan	vide	FALSE	zwijn schedel	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.008	LiveScience	tba	tijger schedel	Draadbaan	Draadbaan	vide	FALSE	tijger schedel	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.009	LiveScience	tba	NIC: Miste collectie	Onbekend			FALSE	NIC: Miste collectie			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.010	LiveScience	tba	NIC: zoogdier en Vogels (14 zoogdier, 22 vogel)	Onbekend			FALSE	NIC: zoogdier en Vogels (14 zoogdier, 22 vogel)			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.011	LiveScience	tba	NIC: zoogdier en Vogels (29 zoogdier, 237 vogels)	Onbekend			FALSE	NIC: zoogdier en Vogels (29 zoogdier, 237 vogels)			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.012	LiveScience	tba	herdershond	Draadbaan	Draadbaan	vide	FALSE	herdershond	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.013	LiveScience	tba	Selectie meteorieten	Rooseveltstraat	Rooseveltstraat		FALSE	Selectie meteorieten	Rooseveltstraat		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.014	LiveScience	tba	Legosteentjes	Toren	Toren		FALSE	Legosteentjes	Toren		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.015	LiveScience	tba	Systematische mineralen collectie	Onbekend	TBA		FALSE	Systematische mineralen collectie	TBA		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.016	LiveScience	tba	Slijpplaatjes	Rooseveltstraat	Rooseveltstraat		FALSE	Slijpplaatjes	Rooseveltstraat		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.017	LiveScience	tba	Fossiele paardenstaarten	Toren	Toren	14rechts	FALSE	Fossiele paardenstaarten	Toren	14rechts	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.018	LiveScience	tba	Versteend hout (2 stukken)	Rooseveltstraat	Rooseveltstraat	achterin linker gangpad. nu geblokkeerd met bieb meterbakken, kan er niet bij	FALSE	Versteend hout (2 stukken)	Rooseveltstraat	achterin linker gangpad. nu geblokkeerd met bieb meterbakken, kan er niet bij	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.019	LiveScience	tba	Deinogalerix koenigswaldi	Toren	Toren		FALSE	Deinogalerix koenigswaldi	Toren		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.020	LiveScience	tba	Terrorbird?	Onbekend			FALSE	Terrorbird?			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.021	LiveScience	tba	Vulture	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Vulture	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.022	LiveScience	tba	Roodhalsfuut	Draadbaan	Draadbaan	vide	FALSE	Roodhalsfuut	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.023	LiveScience	tba	Kleine trap	Draadbaan	Draadbaan	vide	FALSE	Kleine trap	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.024	LiveScience	tba	crock suitcase	Draadbaan	Draadbaan	vide 	FALSE	crock suitcase	Draadbaan	vide 	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.025	LiveScience	tba	small croc	Draadbaan	Draadbaan	vide 	FALSE	small croc	Draadbaan	vide 	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.026	LiveScience	tba	small croc	Draadbaan	Draadbaan	vide 	FALSE	small croc	Draadbaan	vide 	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.027	LiveScience	tba	Buizerd	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Buizerd	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.028	LiveScience	tba	Torenvalk	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Torenvalk	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.029	LiveScience	tba	Grouse pair	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Grouse pair	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.030	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.031	LiveScience	tba	spons	Draadbaan	Draadbaan	Draadbaan vide	FALSE	spons	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.032	LiveScience	tba	llama	Draadbaan	Draadbaan	vide 	FALSE	llama	Draadbaan	vide 	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.033	LiveScience	tba	Water ree	Draadbaan	Draadbaan	vide 	FALSE	Water ree	Draadbaan	vide 	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.034	LiveScience	tba	visval	Draadbaan	Draadbaan	vide	FALSE	visval	Draadbaan	vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.035	LiveScience	tba	Kobus ellipsiprymnus	Toren	Toren	13L	FALSE	Kobus ellipsiprymnus	Toren	13L	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.036	LiveScience	tba	Schilderijen Rob van Assen (2)	Toren	Toren	4R	FALSE	Schilderijen Rob van Assen (2)	Toren	4R	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.037	LiveScience	tba	Schilderijen Rob van Assen (2)	Draadbaan	Draadbaan	rechterkant van de vide	FALSE	Schilderijen Rob van Assen (2)	Draadbaan	rechterkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.038	LiveScience	tba	dolfijn  (kop) modellen (7)	Draadbaan	Draadbaan	Draadbaan R6	FALSE	dolfijn  (kop) modellen (7)	Draadbaan	Draadbaan R6	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.039	LiveScience	tba	Duboiskist	Extern	TBA	In het Van Steenis (leen)	FALSE	Duboiskist	TBA	In het Van Steenis (leen)	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.040	LiveScience	tba	Gewone eendenmossel	Toren	Toren	18L, kast 152.002	FALSE	Gewone eendenmossel	Toren	18L, kast 152.002	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.041	LiveScience	tba	gewone zeekreeft	Toren	Toren	18L, op tafel 18links klaargezet	FALSE	gewone zeekreeft	Toren	18L, op tafel 18links klaargezet	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.042	LiveScience	tba	walvishuid met zeepokken	Toren	Toren	18L, op tafel 18links klaargezet	FALSE	walvishuid met zeepokken	Toren	18L, op tafel 18links klaargezet	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.043	LiveScience	tba	bamboe rol	Toren	Darwinweg	nieuw depot herbarium	FALSE	bamboe rol	Darwinweg	nieuw depot herbarium	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.044	LiveScience	tba	Diverse krabben/kreeften (7)	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Diverse krabben/kreeften (7)	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.045	LiveScience	tba	Struisvogel skelet	Draadbaan	Draadbaan	bij lieveheersbeestjes	FALSE	Struisvogel skelet	Draadbaan	bij lieveheersbeestjes	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.046	LiveScience	tba	Tekeningen uit het archief	Toren	Toren		FALSE	Tekeningen uit het archief	Toren		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.047	LiveScience	tba	Favoriet Katja Peijnenburg	Onbekend			FALSE	Favoriet Katja Peijnenburg			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.048	LiveScience	tba	Favoriet Kees van der Blom	Onbekend			FALSE	Favoriet Kees van der Blom			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.049	LiveScience	tba	Sprinkhaan	Toren	Toren	8links	FALSE	Sprinkhaan	Toren	8links	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.050	LiveScience	tba	Favoriet Marco Roos	Onbekend			FALSE	Favoriet Marco Roos			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.051	LiveScience	tba	Favoriet Marianne Fokkens	Onbekend			FALSE	Favoriet Marianne Fokkens			FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.052	LiveScience	tba	Mosasaurus	Rooseveltstraat	Rooseveltstraat		FALSE	Mosasaurus	Rooseveltstraat		FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.053	LiveScience	tba	Mierenleeuw	Vondellaan	Vondellaan	1e etage, opslagruimte ento	FALSE	Mierenleeuw	Vondellaan	1e etage, opslagruimte ento	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.054	LiveScience	tba	Houtsnip	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Houtsnip	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.055	LiveScience	tba	Houtsnip	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Houtsnip	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.801.056	LiveScience	tba	Oud wapon	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Oud wapon	Draadbaan	Draadbaan vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.001	Ontmoeting	802.L.001.005.04 Insecten	Eutracheles temmincki	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Eutracheles temmincki	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.002	Ontmoeting	802.L.001.005.04 Insecten	Chrysochroa fulminans	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Chrysochroa fulminans	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.003	Ontmoeting	802.L.001.005.04 Insecten	Cyphogastra javanica	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Cyphogastra javanica	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.004	Ontmoeting	802.L.001.005.04 Insecten	Sternocera orissa	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Sternocera orissa	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.005	Ontmoeting	802.L.001.005.04 Insecten	Chrysochroa buqueti	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Chrysochroa buqueti	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.006	Ontmoeting	802.L.001.005.04 Insecten	Carabus auronitens	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Carabus auronitens	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.007	Ontmoeting	802.L.001.005.04 Insecten	Callichroma auricomum	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Callichroma auricomum	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.008	Ontmoeting	802.L.001.005.04 Insecten	Trachyderes succincta	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Trachyderes succincta	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.009	Ontmoeting	802.L.001.005.04 Insecten	Sphingonotus mirabilis	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Sphingonotus mirabilis	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.010	Ontmoeting	802.L.001.005.04 Insecten	Cetonia aurata	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Cetonia aurata	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.011	Ontmoeting	802.L.001.005.04 Insecten	Lomaptera linae	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Lomaptera linae	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.012	Ontmoeting	802.L.001.005.04 Insecten	Trichius fasciatus	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Trichius fasciatus	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.013	Ontmoeting	802.L.001.005.04 Insecten	Neptunides polychrous	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Neptunides polychrous	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.014	Ontmoeting	802.L.001.005.04 Insecten	Protaetia speciosa	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Protaetia speciosa	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.015	Ontmoeting	802.L.001.005.04 Insecten	Agenysa caedemadens	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Agenysa caedemadens	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.016	Ontmoeting	802.L.001.005.04 Insecten	Aspidomorpha miliaris	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Aspidomorpha miliaris	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.017	Ontmoeting	802.L.001.005.04 Insecten	Eugenusa grossa	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Eugenusa grossa	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.018	Ontmoeting	802.L.001.005.04 Insecten	Sagra buqueti	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Sagra buqueti	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.019	Ontmoeting	802.L.001.005.04 Insecten	Sagra speciosa	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Sagra speciosa	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.020	Ontmoeting	802.L.001.005.04 Insecten	Synonycha grandis	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Synonycha grandis	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.021	Ontmoeting	802.L.001.005.04 Insecten	Eupholes sp.	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Eupholes sp.	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.022	Ontmoeting	802.L.001.005.04 Insecten	Pachyrrhynchus venustus	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Pachyrrhynchus venustus	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.023	Ontmoeting	802.L.001.005.04 Insecten	Eupholes sp.	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Eupholes sp.	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.024	Ontmoeting	802.L.001.005.04 Insecten	Ongedetermineerd	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Ongedetermineerd	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.025	Ontmoeting	802.L.001.005.04 Insecten	Alaus oculatus	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Alaus oculatus	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.026	Ontmoeting	802.L.001.005.04 Insecten	Semiotus intermedius	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Semiotus intermedius	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.027	Ontmoeting	802.L.001.005.04 Insecten	Eumorphus marginalis	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Eumorphus marginalis	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.028	Ontmoeting	802.L.001.005.04 Insecten	Erotylus giganticus	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Erotylus giganticus	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.029	Ontmoeting	802.L.001.005.04 Insecten	Meloe majalis	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Meloe majalis	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.030	Ontmoeting	802.L.001.005.04 Insecten	Melolontha melolontha	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Melolontha melolontha	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.031	Ontmoeting	802.L.001.005.04 Insecten	Oryctus dynastes	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Oryctus dynastes	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.032	Ontmoeting	802.L.001.005.04 Insecten	Ptenomela psittacina	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Ptenomela psittacina	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.033	Ontmoeting	802.L.001.005.04 Insecten	Macraspis festiva	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Macraspis festiva	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.034	Ontmoeting	802.L.001.005.04 Insecten	Pelidnota chamaeleon	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Pelidnota chamaeleon	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.035	Ontmoeting	802.L.001.005.04 Insecten	Scarabaeus sennaariensis	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Scarabaeus sennaariensis	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.036	Ontmoeting	802.L.001.005.04 Insecten	Nicrophorus vespilloides	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Nicrophorus vespilloides	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.037	Ontmoeting	802.L.001.005.04 Insecten	Sternodes caspicus	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Sternodes caspicus	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.038	Ontmoeting	802.L.001.005.04 Insecten	Trictenotoma westwoodi	Vondellaan	Vondellaan	DW.E.08.016	TRUE				NA	Trictenotoma westwoodi	Vondellaan	DW.E.08.016	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.039	Ontmoeting	802.L.001.005.04 Insecten	Libelloides coccajus Denis & SchiflermŸller, 1775	Vondellaan	Vondellaan	DW.e.08.017	TRUE				NA	Libelloides coccajus Denis & SchiflermŸller, 1775	Vondellaan	DW.e.08.017	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.040	Ontmoeting	802.L.001.005.04 Insecten	Aptera fusca Thunberg, 1784	Vondellaan	Vondellaan	DW.E.08.017	TRUE				NA	Aptera fusca Thunberg, 1784	Vondellaan	DW.E.08.017	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
tba.802.041	Ontmoeting	802.L.001.005.04 Insecten	Pseudocreobotra ocellata Palisot, 1805	Vondellaan	Vondellaan	DW.E.08.017	TRUE				NA	Pseudocreobotra ocellata Palisot, 1805	Vondellaan	DW.E.08.017	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
