Registrationnumber	Zaal	Zaaldeel	SCname	Locatie	HS	HSspecific	Foto	LiveScience.SCname	LiveScienceHS	LiveScienceHSspecific	Foto.1	Ontmoeting.SCname	OntmoetingHS	OntmoetingHSspecific	Foto.2	Verleiding.SCname	VerleidingHS	VerleidingHSspecific	Foto.3	Aarde.SCname	AardeHS	AardeHSspecific	Foto.4	Schatkamer.1.0.SCname	Schatkamer.HS	Foto.5	Dood.SCname	DoodHS	DoodHSspecific	Foto.6	Dino.s.SCname	Dino.sHS	Dino.sHSspecific	Foto.7	Mens.SCname	MensHS	MensHSspecific	Foto.8	IJstijd.SCname	IJstijdHS	IJstijdHSspecific	Foto.9	INST_COLL_SUBCOLL	REGISTRATIONNUMBER	TRANSFERREASON	ICOONURL	URL	FULLSCIENTIFICNAME	GENUS	EPITHET
RMNH.RENA.48667	Ontmoeting	802.L.001.001.04 Kikkers ea	Bufo bufo	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Bufo bufo	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48667		http://medialib.naturalis.nl/file/id/RMNH.RENA.48667_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48667_4/format/large			
RMNH.RENA.48669	Verleiding	803.V.006.C Etalage Geluid	Hyla versicolor	Draadbaan		06.09.3	TRUE				NA				NA	Hyla versicolor	NA	06.09.3	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48669	reserved for IkWilJe	http://medialib.naturalis.nl/file/id/RMNH.RENA.48669_1_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48669_1_HL/format/large	Hyla versicolor LeConte,1825	Hyla	versicolor
RMNH.RENA.48670	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Dendrobates tinctorius	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48670	reserved for ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48670_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48670_5/format/large	Dendrobates tinctorius (Schneider, 1799)	Dendrobates	tinctorius
RMNH.RENA.48671	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Dendrobates tinctorius	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48671	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48671_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48671_2/format/large			
RMNH.RENA.48672	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates lehmanni	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Dendrobates lehmanni	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48672		http://medialib.naturalis.nl/file/id/RMNH.RENA.48672_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48672_4/format/large			
RMNH.RENA.48673	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates auratus	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Dendrobates auratus	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48673	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48673_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48673_3/format/large			
RMNH.RENA.48674	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Ctenosaura similis	Draadbaan	Draadbaan	12.08.2	TRUE				NA	Ctenosaura similis	Draadbaan	12.08.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48674		http://medialib.naturalis.nl/file/id/RMNH.RENA.48674_2_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48674_2_HL/format/large	Ctenosaura similis (Gray, 1831)	Ctenosaura	similis
RMNH.RENA.48675	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Crotalus viridis	Draadbaan	Draadbaan	12.08.3	TRUE				NA	Crotalus viridis	Draadbaan	12.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48675		http://medialib.naturalis.nl/file/id/RMNH.RENA.48675_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48675_3/format/large			
RMNH.RENA.48691	Ontmoeting	802.W.004.02 Ondiep / kust / getijdenzone water	Dermochelys coriacea	Draadbaan	Draadbaan	L.23	FALSE				NA	Dermochelys coriacea	Draadbaan	L.23	FALSE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48691						
RMNH.RENA.48692	Verleiding	Ouderdieren	Chelonia mydas	Draadbaan		05.04.1	TRUE				NA				NA	Chelonia mydas	NA	05.04.1	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48692		http://medialib.naturalis.nl/file/id/RMNH.RENA.48692_3_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48692_3_HL/format/large	Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RENA.48693	Verleiding	803.N.006.C2 Waternesten	Chelonia mydas	Draadbaan		05.10.2	TRUE				NA				NA	Chelonia mydas	NA	05.10.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48693		http://medialib.naturalis.nl/file/id/RMNH.RENA.48693_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48693_2/format/large	Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RENA.48694	Dood	808.G.22	Cayman yacare	Draadbaan	Draadbaan	03.09.2	TRUE				NA				NA		NA		NA				NA				Cayman yacare	Draadbaan	03.09.2	TRUE				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48694				Caiman yacare (Daudin, 1802)	Caiman 	yacare
RMNH.RENA.48695	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Python regius	Draadbaan	Draadbaan	10.04.3	TRUE				NA	Python regius	Draadbaan	10.04.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48695		http://medialib.naturalis.nl/file/id/RMNH.RENA.48695_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48695_2/format/large	Python regius Shaw, 1802	Python 	regius
RMNH.RENA.48705	Verleiding	803.S.005.C1 Nooit genoeg	Lacerta agilis	Draadbaan		06.13.2	TRUE				NA				NA	Lacerta agilis	NA	06.13.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48705		http://medialib.naturalis.nl/file/id/RMNH.RENA.48705_1_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48705_1_HL/format/large	Lacerta agilis Linnaeus, 1758	Lacerta 	agilis 
RMNH.RENA.48706	Dood	808.P.005	Bastaardkikker	Toren	Toren	19L	FALSE				NA				NA		NA		NA				NA				Bastaardkikker	Toren	19L	FALSE				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48707	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	Toren		TOREN	FALSE				NA				NA	Chelonia mydas	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48707	Reserved for Ik Wil Je			Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RENA.48708	Dood	808.P.013	Lissotriton vulgaris	Biopartner	Biopartner	19L	FALSE				NA				NA		NA		NA				NA				Lissotriton vulgaris	Biopartner	19L	FALSE				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48708	Dood			Lissotriton vulgaris (Linnaeus, 1758)	Lissotriton	vulgaris
L.2111691	Verleiding	803.V.002.C Etalage Opvallen	Lantana camara	Draadbaan		06.06.1	FALSE				NA				NA	Lantana camara	NA	06.06.1	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
L.2111693	Verleiding	803.V.002.C Etalage Opvallen	Paphiopedilum rothschildianum	Draadbaan		06.06.1	FALSE				NA				NA	Paphiopedilum rothschildianum	NA	06.06.1	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
L.4323014	Verleiding	803.V.002.C Etalage Opvallen	Lantana camara	Draadbaan		06.06.1	FALSE				NA				NA	Lantana camara	NA	06.06.1	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
L.4323015	Verleiding	803.V.002.C Etalage Opvallen	Lantana camara	Draadbaan		06.06.1	FALSE				NA				NA	Lantana camara	NA	06.06.1	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.AVES.200032	Verleiding	803.V.002.C Etalage Opvallen	Pharomachrus mocinno	Toren		TOREN	FALSE				NA				NA	Pharomachrus mocinno	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Aves	RMNH.AVES.200032				Pharomachrus mocinno mocinno De la Lhave	Pharomachrus	mocinno
RMNH.RENA.48760	Verleiding	803.S.005.C1 Nooit genoeg	Anguis fragilis	Draadbaan		06.13.2	TRUE				NA				NA	Anguis fragilis	NA	06.13.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48761	Verleiding	803.S.005.C1 Nooit genoeg	Anguis fragilis	Draadbaan		06.13.2	TRUE				NA				NA	Anguis fragilis	NA	06.13.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48762	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Dendrobates tinctorius	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48762	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48762_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48762_2/format/large			
RMNH.RENA.48763	LiveScience	tba	Komodo nep	Draadbaan	Draadbaan	3L	FALSE	Komodo nep	Draadbaan	3L	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48763		http://medialib.naturalis.nl/file/id/RMNH.RENA.48763_2_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48763_2_HL/format/large	Varanus komodoensis Ouwens, 1912	Varanus	komodoensis
RMNH.RENA.48764	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Coronella austriaca	Draadbaan	Draadbaan	12.09.2	TRUE				NA	Coronella austriaca	Draadbaan	12.09.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48764	reserved for Ontmoeting			Coronella austriaca Laurenti, 1768	Coronella 	austriaca 
RMNH.RENA.48765	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Desert horned lizard	Draadbaan	Draadbaan	12.09.2	TRUE				NA	Desert horned lizard	Draadbaan	12.09.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48765	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48765_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48765_2/format/large	Phrynosoma platyrhinos Girard, 1852	Phrynosoma	platyrhinos
RMNH.RENA.48766	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Cyclura cornuta	Draadbaan	Draadbaan	12.09.2	TRUE				NA	Cyclura cornuta	Draadbaan	12.09.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48766	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48766_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48766_2/format/large	Cyclura cornuta (BONNATERRE, 1789)	Cyclura 	cornuta 
RMNH.RENA.48767	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Cyclura spec.	Draadbaan	Draadbaan	12.09.2	TRUE				NA	Cyclura spec.	Draadbaan	12.09.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48767	Reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48767_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48767_1/format/large	Cyclura spec.	Cyclura 	spec.
RMNH.RENA.48768	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Rana esculenta	Draadbaan	Draadbaan	12.12.1	TRUE				NA	Rana esculenta	Draadbaan	12.12.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48768	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48768_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48768_1/format/large	Rana esculenta Linnaeus, 1758	Rana	esculenta
RMNH.RENA.48769	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Rana esculenta	Draadbaan	Draadbaan	12.12.1	TRUE				NA	Rana esculenta	Draadbaan	12.12.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48769	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.RENA.48769_2_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48769_2_HL/format/large	Rana esculenta Linnaeus, 1758	Rana	esculenta
RMNH.RENA.48770	Verleiding	803.V.001.C Etalage Geur	Triturus vulgaris	Draadbaan		06.04.2	TRUE				NA				NA	Triturus vulgaris	NA	06.04.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48770	reserved for Ik Wil Je	http://medialib.naturalis.nl/file/id/RMNH.RENA.48770_2_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48770_2_HL/format/large	Triturus vulgaris (Linnaeus, 1758)	Triturus 	vulgaris
RMNH.RENA.48771	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana esculenta	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Rana esculenta	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48771	Gereserveerd voor Ontmoeting1	http://medialib.naturalis.nl/file/id/RMNH.RENA.48771_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48771_4/format/large	Rana esculenta Linnaeus, 1758	Rana	esculenta
RMNH.RENA.48772	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana spec.	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Rana spec.	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48772	Gereserveerd voor Ontmoeting1	http://medialib.naturalis.nl/file/id/RMNH.RENA.48772_3_HL/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48772_3_HL/format/large		Rana	spec
RMNH.RENA.48773	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana spec	Draadbaan	Draadbaan	12.13.1	TRUE				NA	Rana spec	Draadbaan	12.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48773	Gereserveerd voor Ontmoeting1	http://medialib.naturalis.nl/file/id/RMNH.RENA.48773_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.48773_3/format/large		Rana	spec
RMNH.RENA.48774	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Zootoca vivipara	Draadbaan	Draadbaan	10.08.3	TRUE				NA	Zootoca vivipara	Draadbaan	10.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48775	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Cerastes cerastes	Draadbaan	Draadbaan	10.05.2	TRUE				NA	Cerastes cerastes	Draadbaan	10.05.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48776	Dood	808.G.35	Vipera berus	Draadbaan	Draadbaan	03.12.2	TRUE				NA				NA		NA		NA				NA				Vipera berus	Draadbaan	03.12.2	TRUE				NA	NA	NA	NA	NA				NA								
RMNH.AVES.257923	Verleiding	803.V.002.C Etalage Opvallen	Pavo cristatus	Extern		EXTERN, 1 juli naar vriezer	FALSE				NA				NA	Pavo cristatus	NA	EXTERN, 1 juli naar vriezer	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Aves	RMNH.AVES.257923	reserved for IkWilJe				Pavo	cristatus
RMNH.AVES.95924	Verleiding	803.V.002.C Etalage Opvallen	Pavo cristatus	Toren		TOREN	FALSE				NA				NA	Pavo cristatus	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	AVES	RMNH.AVES.95924				Pavo cristatus  Linnaeus	Pavo	cristatus
RMNH.INS.1090934	Verleiding	803.V.002.C Etalage Opvallen	Platycypha caligata	Draadbaan		Draadbaan	FALSE				NA				NA	Platycypha caligata	NA	Draadbaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.INS.1090935	Verleiding	803.V.002.C Etalage Opvallen	Platycypha caligata	Draadbaan		Draadbaan	FALSE				NA				NA	Platycypha caligata	NA	Draadbaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.INS.1090936	Verleiding	803.V.002.C Etalage Opvallen	Platycypha caligata	Draadbaan		Draadbaan	FALSE				NA				NA	Platycypha caligata	NA	Draadbaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.INS.985236	Verleiding	803.V.002.C Etalage Opvallen	Nemophas tricolor	Vondellaan		ENTO	FALSE				NA				NA	Nemophas tricolor	NA	ENTO	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Coleoptera	RMNH.INS.985236	reserved for IkWilJe				Nemophas	tricolor
RMNH.RENA.48783	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	Toren		TOREN	FALSE				NA				NA	Chelonia mydas	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48783	reserved for Ik Wil Je			Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RENA.48784	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	Toren		TOREN	FALSE				NA				NA	Chelonia mydas	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48784	reserved for Ik Wil Je			Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RENA.48786	LiveScience	tba	Gabonadder	Biopartner		BIOPARTNER, BP.31.92	FALSE	Gabonadder		BIOPARTNER, BP.31.92	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48786	Geselecteerd voor LiveScience			Bitis gabonica (Duméril, Bibron & Duméril, 1854	Bitis 	gabonica
RMNH.RENA.48787	Verleiding	803.N.003.C Feesttaart	Trachemys scripta troosti	Vondellaan		Vondellaan	FALSE				NA				NA	Trachemys scripta troosti	NA	Vondellaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48787	Geselecteerd voor Ik Wil Je			Trachemys scripta troosti Holbrook, 1836	Trachemys 	scripta 
RMNH.RENA.48788	Verleiding	803.N.003.C Feesttaart	Trachemys scripta troosti	Vondellaan		Vondellaan	FALSE				NA				NA	Trachemys scripta troosti	NA	Vondellaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48788	Geselecteerd voor Ik Wil Je			Trachemys scripta troosti Holbrook, 1836	Trachemys 	scripta 
RMNH.RENA.48789	Verleiding	803.N.003.C Feesttaart	Mauremys reevesii 	Vondellaan		Vondellaan	FALSE				NA				NA	Mauremys reevesii 	NA	Vondellaan	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48789	Geselecteerd voor Ik Wil Je			Mauremys reevesii (Gray, 1831)	Mauremys 	reevesii 
RMNH.RENA.48790	LiveScience	tba	Krokodil skin with skull 	Draadbaan	Draadbaan	L21	FALSE	Krokodil skin with skull 	Draadbaan	L21	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.48790	Geselecteerd voor LiveScience			Crocodylidae sp.	Crocodylidae sp.	
RMNH.RENA.48791	LiveScience	tba	Tijgerpython 	Toren	Toren	19L, op kar in depot	FALSE	Tijgerpython 	Toren	19L, op kar in depot	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48792	LiveScience	tba	Indische doornstaartagame	Toren	Toren	19L, op kar in depot	FALSE	Indische doornstaartagame	Toren	19L, op kar in depot	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48793	LiveScience	tba	Groene hondskopboa	Toren	Toren	19L, op kar in depot	FALSE	Groene hondskopboa	Toren	19L, op kar in depot	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.48794	LiveScience	tba	Reuzemakikikker	Toren	Toren	19L, op kar in depot	FALSE	Reuzemakikikker	Toren	19L, op kar in depot	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RENA.6997	LiveScience	tba	Soepschildpad	Draadbaan	Draadbaan	R5	FALSE	Soepschildpad	Draadbaan	R5	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Amphibia and Reptilia	RMNH.RENA.6997	Geselecteerd voor LiveScience	http://medialib.naturalis.nl/file/id/RMNH.RENA.6997_HL_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.RENA.6997_HL_3/format/large	Chelonia mydas (Linnaeus, 1758)	Chelonia	mydas
RMNH.RGM.1003065	LiveScience	tba	Grote meteoriet Canyon Diablo. (i.p.v. Gibeon)	Draadbaan	Draadbaan	L7	FALSE	Grote meteoriet Canyon Diablo. (i.p.v. Gibeon)	Draadbaan	L7	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252145	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252147	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252151	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252152	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252154	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252155	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252156	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.RGM.1252157	LiveScience	tba	Stenen Delft op pallets (7x)	Draadbaan	Draadbaan	Linkerkant van de vide	FALSE	Stenen Delft op pallets (7x)	Draadbaan	Linkerkant van de vide	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.SCO.1006	Verleiding	803.V.003.C Etalage Dans	Pandinoides cavimanus (Pocock, 1888)	Draadbaan		06.06.3	TRUE				NA				NA	Pandinoides cavimanus (Pocock, 1888)	NA	06.06.3	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Chelicerata and Myriapoda	RMNH.SCO.1006	reserved for IkWilJe	http://medialib.naturalis.nl/file/id/RMNH.SCO.1006_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.SCO.1006_2/format/large	Pandinoides cavimanus (Pocock, 1888)	Pandinoides	cavimanus
RMNH.SCO.1007	Verleiding	803.V.003.C Etalage Dans	Pandinoides cavimanus (Pocock, 1888)	Draadbaan		06.06.3	TRUE				NA				NA	Pandinoides cavimanus (Pocock, 1888)	NA	06.06.3	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Chelicerata and Myriapoda	RMNH.SCO.1007	reserved for IkWilJe	http://medialib.naturalis.nl/file/id/RMNH.SCO.1007_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.SCO.1007_3/format/large	Pandinoides cavimanus (Pocock, 1888)	Pandinoides	cavimanus
RMNH.INS.985237	Verleiding	803.V.002.C Etalage Opvallen	Nemophas tricolor	Vondellaan		ENTO	FALSE				NA				NA	Nemophas tricolor	NA	ENTO	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Coleoptera	RMNH.INS.985237					Nemophas	tricolor
RMNH.MAM.1984	Verleiding	803.V.002.C Etalage Opvallen	Pongo pygmaeus	Toren		TOREN	FALSE				NA				NA	Pongo pygmaeus	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.1984					Pongo	pygmaeus
RMNH.PISC.12513	Verleiding	803.V.002.C Etalage Opvallen	Gobiusculus flavescens	Toren		TOREN	FALSE				NA				NA	Gobiusculus flavescens	NA	TOREN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.PISC.38599	Verleiding	803.V.002.C Etalage Opvallen	Pygoplites diacanthus	Draadbaan		05.00.0	FALSE				NA				NA	Pygoplites diacanthus	NA	05.00.0	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.PISC.38603	Verleiding	803.V.002.C Etalage Opvallen	Gomphosus caeruleus	Draadbaan		05.00.0	FALSE				NA				NA	Gomphosus caeruleus	NA	05.00.0	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
tba.803.022	Verleiding	803.V.002.C Etalage Opvallen	Musca domestica	Draadbaan		06.05.3	FALSE				NA				NA	Musca domestica	NA	06.05.3	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
